B1,B2,B3,B4,B5,B6,B7,B10,Random_Forest_Prediction
0.0234925,0.03820499999999999,0.07796999999999998,0.07197500000000001,0.3267625,0.17015000000000002,0.10145500000000002,305.25136627999996,0.6976236582519739
0.0293775,0.043072499999999986,0.08355249999999997,0.08511999999999997,0.30968500000000004,0.17149750000000002,0.11031000000000002,305.68545482,0.6554588011837789
0.029047500000000004,0.043952500000000005,0.08377249999999997,0.08423999999999998,0.32126250000000006,0.17081000000000002,0.11152000000000001,305.99991266,0.6688899782204225
0.026489999999999986,0.041669999999999985,0.08352500000000002,0.07791500000000001,0.37474999999999997,0.1776025,0.10569,308.09515892,0.7266200712327797
0.017607499999999998,0.03182499999999999,0.07268999999999998,0.06435750000000001,0.33204249999999996,0.16432000000000002,0.09320499999999998,306.16397761999997,0.6223291154983326
0.032539999999999986,0.04727999999999999,0.08206750000000002,0.09697250000000002,0.21722999999999998,0.14407999999999999,0.10098750000000001,307.26116204,0.4630474411057685
0.032704999999999984,0.047609999999999986,0.08083000000000001,0.0982925,0.188355,0.13742500000000002,0.10291250000000002,308.03705258,0.3782757538067795
0.032594999999999985,0.047087500000000004,0.08096750000000003,0.09521249999999998,0.21472750000000002,0.1503775,0.10525000000000001,309.89645545999997,0.44979422360163906
0.0328425,0.046729999999999994,0.08465250000000002,0.09152749999999998,0.276905,0.16748249999999998,0.10868749999999999,310.05710239999996,0.5984871247834503
0.029514999999999986,0.04274249999999999,0.08514749999999999,0.08030749999999998,0.36724249999999997,0.183185,0.10461749999999997,309.48971108,0.7444100775144753
0.019037499999999985,0.031962500000000005,0.07312999999999997,0.06273499999999999,0.3428775,0.16151500000000002,0.08929999999999999,306.75187705999997,0.6557373450247895
0.032704999999999984,0.04722499999999999,0.08143499999999998,0.09721999999999997,0.201225,0.13572,0.10041,307.93109396,0.4463261541211725
0.031852500000000006,0.0472525,0.07882250000000002,0.09554249999999997,0.18059999999999998,0.1293125,0.09969499999999998,308.95308194,0.387261435361701
0.033915,0.0474175,0.07827250000000002,0.09474500000000002,0.18037999999999998,0.128405,0.09980499999999998,310.09470062,0.39868103698741003
0.0354275,0.049315,0.08052749999999997,0.097165,0.1876675,0.13517,0.10508499999999998,310.21774933999995,0.3880441027375906
0.034519999999999995,0.04956250000000001,0.08432250000000002,0.09534999999999999,0.2509175,0.16913250000000002,0.11853249999999999,309.31881008,0.5899722449549081
0.028827500000000006,0.042385000000000006,0.08489999999999998,0.07750249999999997,0.37543750000000004,0.1843125,0.103435,308.12933912,0.749722132790819
0.023739999999999983,0.037077499999999985,0.07552249999999999,0.07208500000000001,0.30762249999999997,0.15983750000000002,0.09378249999999999,307.4594072,0.6186391432552464
0.03174250000000001,0.0475825,0.08061000000000001,0.096835,0.1897025,0.13340999999999997,0.10170249999999997,308.87104946,0.3757527578476437
0.031275,0.04618,0.0783275,0.09493750000000001,0.1790875,0.13011,0.10057500000000003,310.10153665999997,0.38887956606811275
0.0322925,0.04648250000000001,0.07783249999999997,0.0957075,0.17864750000000001,0.12950499999999998,0.10090500000000002,311.32518782,0.38939939945561924
0.03394249999999999,0.0479125,0.07846500000000001,0.09658749999999999,0.17881249999999999,0.12802000000000002,0.09947499999999998,311.46190862000003,0.39101492018024014
0.0352625,0.04945250000000001,0.07997749999999998,0.096615,0.189125,0.13704,0.10497499999999998,310.7236163,0.3874149411127558
0.033062499999999995,0.047664999999999985,0.084515,0.08957500000000002,0.293405,0.17465999999999998,0.11561749999999998,309.60250573999997,0.6416158321190095
0.030725000000000002,0.0448325,0.08701750000000003,0.0783275,0.3813775,0.18552249999999998,0.10654249999999998,308.81294312,0.767079165900614
0.02901999999999999,0.04263249999999999,0.07818999999999998,0.08545000000000003,0.25507,0.15639999999999998,0.09997,308.12933912,0.5190586615530816
0.032539999999999986,0.04700499999999999,0.07959250000000001,0.097715,0.18362499999999998,0.13151249999999998,0.10071249999999998,309.70162832,0.38047738940136827
0.031604999999999994,0.045685,0.07783249999999997,0.09664250000000002,0.17881249999999999,0.13038499999999997,0.10052,311.0483282,0.3894387405598036
0.031797500000000006,0.046015,0.07794250000000003,0.097275,0.17851,0.13005499999999998,0.10101500000000002,312.22412708,0.3878773863893901
0.0327875,0.046564999999999995,0.0778875,0.096835,0.177025,0.1290925,0.10052,312.27197936,0.3913912639411952
0.0352075,0.048242499999999994,0.07915250000000001,0.09815499999999999,0.17785,0.1301925,0.1020875,311.72509616,0.3892222516616256
0.03647249999999999,0.049287499999999984,0.08173750000000002,0.10137249999999998,0.1942125,0.13879999999999998,0.10885250000000002,311.1337787,0.3945690542182537
0.03672,0.05025000000000002,0.08443250000000002,0.102885,0.22174,0.15213749999999998,0.11454500000000001,310.58689549999997,0.47452937632124276
0.035509999999999986,0.04991999999999999,0.08578000000000002,0.10115249999999998,0.23769,0.1600025,0.1138575,310.40915845999996,0.560599884032234
0.03501499999999999,0.049095,0.08492749999999999,0.09680749999999999,0.24453750000000002,0.17174499999999998,0.11779,310.15964299999996,0.5975695868938231
